3.000,113.000,339.000,37.667,0.410,0.472,13.900,139.000,160.000,10.000,0
3.000,59.000,177.000,19.667,0.475,0.475,84.000,84.000,84.000,1.000,0
2.000,20.000,40.000,10.000,0.675,0.675,27.000,27.000,27.000,1.000,0
2.000,101.000,202.000,50.500,0.540,0.743,10.900,109.000,150.000,10.000,0
4.000,194.000,776.000,48.500,0.263,0.273,34.000,204.000,212.000,6.000,0
2.000,22.000,44.000,11.000,0.750,0.750,33.000,33.000,33.000,1.000,0
2.000,18.000,36.000,9.000,0.806,0.833,29.000,29.000,30.000,1.000,0
2.000,22.000,44.000,11.000,0.705,0.864,15.500,31.000,38.000,2.000,0
3.000,116.000,348.000,38.667,0.385,0.494,33.500,134.000,172.000,4.000,0
1.000,10.000,10.000,10.000,1.000,1.000,10.000,10.000,10.000,1.000,0
1.000,13.000,13.000,13.000,1.000,1.000,13.000,13.000,13.000,1.000,0
1.000,8.000,8.000,8.000,1.000,1.000,8.000,8.000,8.000,1.000,0
1.000,44.000,44.000,44.000,0.250,1.000,2.200,11.000,44.000,5.000,0
2.000,20.000,40.000,10.000,0.725,0.875,29.000,29.000,35.000,1.000,0
2.000,20.000,40.000,10.000,0.775,0.850,31.000,31.000,34.000,1.000,0
3.000,113.000,339.000,37.667,0.357,0.378,30.250,121.000,128.000,4.000,0
2.000,48.000,96.000,24.000,0.625,0.677,30.000,60.000,65.000,2.000,0
2.000,18.000,36.000,9.000,0.722,0.722,26.000,26.000,26.000,1.000,0
1.000,17.000,17.000,17.000,0.765,1.000,3.250,13.000,17.000,4.000,0
1.000,8.000,8.000,8.000,1.000,1.000,8.000,8.000,8.000,1.000,0
2.000,69.000,138.000,34.500,0.623,0.906,10.750,86.000,125.000,8.000,0
2.000,46.000,92.000,23.000,0.587,0.761,18.000,54.000,70.000,3.000,0
1.000,57.000,57.000,57.000,0.456,1.000,3.710,26.000,57.000,7.000,0
1.000,10.000,10.000,10.000,0.900,1.000,9.000,9.000,10.000,1.000,0
2.000,116.000,232.000,58.000,0.616,0.802,17.880,143.000,186.000,8.000,0
2.000,17.000,34.000,8.500,0.588,0.971,6.670,20.000,33.000,3.000,0
1.000,43.000,43.000,43.000,0.907,1.000,9.750,39.000,43.000,4.000,0
10.000,2.000,20.000,0.200,0.550,0.600,11.000,11.000,12.000,1.000,0
2.000,112.000,224.000,56.000,0.496,0.504,55.500,111.000,113.000,2.000,0
1.000,45.000,45.000,45.000,0.756,1.000,5.670,34.000,45.000,6.000,0
1.000,75.000,75.000,75.000,0.813,1.000,5.550,61.000,75.000,11.000,0
2.000,157.000,314.000,78.500,0.506,0.551,26.500,159.000,173.000,6.000,0
1.000,32.000,32.000,32.000,0.719,1.000,5.750,23.000,32.000,4.000,0
1.000,52.000,52.000,52.000,0.788,1.000,10.250,41.000,52.000,4.000,0
1.000,13.000,13.000,13.000,0.692,1.000,4.500,9.000,13.000,2.000,0
2.000,123.000,246.000,61.500,0.500,0.504,123.000,123.000,124.000,1.000,0
1.000,36.000,36.000,36.000,0.722,1.000,8.670,26.000,36.000,3.000,0
1.000,19.000,19.000,19.000,0.789,1.000,3.750,15.000,19.000,4.000,0
1.000,9.000,9.000,9.000,0.778,1.000,7.000,7.000,9.000,1.000,0
2.000,446.000,892.000,223.000,0.439,0.603,17.820,392.000,538.000,22.000,0
2.000,236.000,472.000,118.000,0.566,0.689,10.270,267.000,325.000,26.000,0
1.000,61.000,61.000,61.000,1.000,1.000,61.000,61.000,61.000,1.000,0
3.000,213.000,639.000,71.000,0.318,0.379,11.940,203.000,242.000,17.000,0
1.000,51.000,51.000,51.000,0.471,1.000,2.400,24.000,51.000,10.000,0
19.000,462.000,8778.000,24.316,0.523,0.688,16.880,4591.000,6035.000,272.000,0
1.000,52.000,52.000,52.000,0.538,1.000,14.000,28.000,52.000,2.000,0
1.000,33.000,33.000,33.000,1.000,1.000,33.000,33.000,33.000,1.000,0
1.000,124.000,124.000,124.000,0.444,1.000,7.860,55.000,124.000,7.000,0
1.000,75.000,75.000,75.000,0.920,1.000,11.500,69.000,75.000,6.000,0
1.000,8.000,8.000,8.000,0.875,1.000,7.000,7.000,8.000,1.000,0
1.000,40.000,40.000,40.000,1.000,1.000,40.000,40.000,40.000,1.000,0
1.000,55.000,55.000,55.000,0.564,1.000,10.330,31.000,55.000,3.000,0
1.000,115.000,115.000,115.000,0.200,1.000,4.600,23.000,115.000,5.000,0
1.000,11.000,11.000,11.000,1.000,1.000,11.000,11.000,11.000,1.000,0
1.000,46.000,46.000,46.000,0.783,1.000,12.000,36.000,46.000,3.000,0
2.000,64.000,128.000,32.000,0.531,0.586,17.000,68.000,75.000,4.000,0
4.000,115.000,460.000,28.750,0.426,0.487,17.820,196.000,224.000,11.000,0
1.000,48.000,48.000,48.000,0.875,1.000,10.500,42.000,48.000,4.000,0
1.000,29.000,29.000,29.000,0.586,1.000,2.130,17.000,29.000,8.000,0
1.000,17.000,17.000,17.000,0.412,1.000,1.750,7.000,17.000,4.000,0
28.000,330.000,9240.000,11.786,0.057,0.066,31.000,527.000,614.000,17.000,0
3.000,286.000,858.000,95.333,0.406,0.427,87.000,348.000,366.000,4.000,0
1.000,18.000,18.000,18.000,0.944,1.000,17.000,17.000,18.000,1.000,0
1.000,7.000,7.000,7.000,1.000,1.000,7.000,7.000,7.000,1.000,0
1.000,77.000,77.000,77.000,0.403,1.000,5.170,31.000,77.000,6.000,0
1.000,40.000,40.000,40.000,0.875,1.000,11.670,35.000,40.000,3.000,0
1.000,28.000,28.000,28.000,0.964,1.000,27.000,27.000,28.000,1.000,0
1.000,35.000,35.000,35.000,0.829,1.000,9.670,29.000,35.000,3.000,0
1.000,14.000,14.000,14.000,0.571,1.000,2.000,8.000,14.000,4.000,0
1.000,23.000,23.000,23.000,0.826,1.000,19.000,19.000,23.000,1.000,0
1.000,79.000,79.000,79.000,0.608,1.000,6.860,48.000,79.000,7.000,0
1.000,11.000,11.000,11.000,0.727,1.000,4.000,8.000,11.000,2.000,0
1.000,98.000,98.000,98.000,0.939,1.000,30.670,92.000,98.000,3.000,0
1.000,13.000,13.000,13.000,0.692,1.000,3.000,9.000,13.000,3.000,0
1.000,17.000,17.000,17.000,0.824,1.000,4.670,14.000,17.000,3.000,0
1.000,15.000,15.000,15.000,0.867,1.000,6.500,13.000,15.000,2.000,0
9.000,13.000,117.000,1.444,0.103,0.752,4.000,12.000,88.000,3.000,0
6.000,7.000,42.000,1.167,0.238,0.690,10.000,10.000,29.000,1.000,0
1.000,42.000,42.000,42.000,0.310,1.000,2.600,13.000,42.000,5.000,0
2.000,176.000,352.000,88.000,0.528,0.605,31.000,186.000,213.000,6.000,0
1.000,39.000,39.000,39.000,0.897,1.000,8.750,35.000,39.000,4.000,0
1.000,44.000,44.000,44.000,0.909,1.000,20.000,40.000,44.000,2.000,0
1.000,14.000,14.000,14.000,0.929,1.000,13.000,13.000,14.000,1.000,0
1.000,36.000,36.000,36.000,0.583,1.000,4.200,21.000,36.000,5.000,0
1.000,17.000,17.000,17.000,0.765,1.000,6.500,13.000,17.000,2.000,0
2.000,14.000,28.000,7.000,0.286,0.821,8.000,8.000,23.000,1.000,0
3.000,183.000,549.000,61.000,0.488,0.577,29.780,268.000,317.000,9.000,0
1.000,29.000,29.000,29.000,1.000,1.000,29.000,29.000,29.000,1.000,0
1.000,14.000,14.000,14.000,0.929,1.000,13.000,13.000,14.000,1.000,0
1.000,45.000,45.000,45.000,0.933,1.000,21.000,42.000,45.000,2.000,0
25.000,300.000,7500.000,12.000,0.065,0.071,40.330,484.000,531.000,12.000,0
2.000,50.000,100.000,25.000,0.460,0.510,15.330,46.000,51.000,3.000,0
2.000,204.000,408.000,102.000,0.412,0.681,10.500,168.000,278.000,16.000,0
6.000,142.000,852.000,23.667,0.115,0.173,6.530,98.000,147.000,15.000,0
1.000,14.000,14.000,14.000,0.857,1.000,12.000,12.000,14.000,1.000,0
1.000,69.000,69.000,69.000,0.841,1.000,8.290,58.000,69.000,7.000,0
1.000,84.000,84.000,84.000,0.917,1.000,19.250,77.000,84.000,4.000,0
1.000,73.000,73.000,73.000,0.616,1.000,3.750,45.000,73.000,12.000,0
21.000,2.000,42.000,0.095,0.738,0.738,31.000,31.000,31.000,1.000,0
1.000,147.000,147.000,147.000,0.864,1.000,11.550,127.000,147.000,11.000,0
1.000,17.000,17.000,17.000,0.941,1.000,16.000,16.000,17.000,1.000,0
2.000,6.000,12.000,3.000,0.667,1.000,4.000,8.000,12.000,2.000,0
3.000,54.000,162.000,18.000,0.364,0.519,8.430,59.000,84.000,7.000,0
3.000,11.000,33.000,3.667,0.364,0.667,3.000,12.000,22.000,4.000,0
3.000,304.000,912.000,101.330,0.555,0.686,42.170,506.000,626.000,12.000,0
3.000,259.000,777.000,86.333,0.411,0.481,13.290,319.000,374.000,24.000,0
5.000,333.000,1665.000,66.600,0.374,0.413,36.650,623.000,688.000,17.000,0
2.000,6.000,12.000,3.000,0.667,1.000,4.000,8.000,12.000,2.000,0
2.000,49.000,98.000,24.500,0.510,0.510,50.000,50.000,50.000,1.000,0
1.000,114.000,114.000,114.000,0.939,1.000,21.400,107.000,114.000,5.000,0
1.000,41.000,41.000,41.000,0.927,1.000,12.670,38.000,41.000,3.000,0
1.000,27.000,27.000,27.000,0.407,1.000,1.830,11.000,27.000,6.000,0
1.000,41.000,41.000,41.000,0.780,1.000,4.570,32.000,41.000,7.000,0
1.000,22.000,22.000,22.000,0.500,1.000,1.830,11.000,22.000,6.000,0
1.000,65.000,65.000,65.000,0.646,1.000,3.000,42.000,65.000,14.000,0
7.000,46.000,322.000,6.571,0.177,0.304,8.140,57.000,98.000,7.000,0
2.000,9.000,18.000,4.500,0.556,0.556,10.000,10.000,10.000,1.000,0
2.000,46.000,92.000,23.000,0.511,0.554,47.000,47.000,51.000,1.000,0
1.000,127.000,127.000,127.000,0.646,1.000,13.670,82.000,127.000,6.000,0
1.000,13.000,13.000,13.000,0.846,1.000,5.500,11.000,13.000,2.000,0
3.000,129.000,387.000,43.000,0.305,0.377,11.800,118.000,146.000,10.000,0
5.000,7.000,35.000,1.400,0.200,0.314,7.000,7.000,11.000,1.000,0
6.000,47.000,282.000,7.833,0.202,0.202,57.000,57.000,57.000,1.000,0
4.000,19.000,76.000,4.750,0.276,0.382,5.250,21.000,29.000,4.000,0
1.000,47.000,47.000,47.000,1.000,1.000,47.000,47.000,47.000,1.000,0
1.000,86.000,86.000,86.000,0.930,1.000,40.000,80.000,86.000,2.000,0
1.000,17.000,17.000,17.000,1.000,1.000,17.000,17.000,17.000,1.000,0
1.000,19.000,19.000,19.000,0.737,1.000,4.670,14.000,19.000,3.000,0
6.000,21.000,126.000,3.500,0.246,0.254,31.000,31.000,32.000,1.000,0
8.000,16.000,128.000,2.000,0.398,0.695,2.550,51.000,89.000,20.000,0
2.000,14.000,28.000,7.000,0.464,0.536,13.000,13.000,15.000,1.000,0
2.000,536.000,1072.000,268.000,0.505,0.512,180.330,541.000,549.000,3.000,0
2.000,536.000,1072.000,268.000,0.538,0.737,30.370,577.000,790.000,19.000,0
2.000,535.000,1070.000,267.500,0.564,0.614,40.200,603.000,657.000,15.000,0
2.000,536.000,1072.000,268.000,0.537,0.622,24.000,576.000,667.000,24.000,0
2.000,536.000,1072.000,268.000,0.498,0.533,41.080,534.000,571.000,13.000,0
2.000,535.000,1070.000,267.500,0.648,0.920,11.750,693.000,984.000,59.000,0
2.000,536.000,1072.000,268.000,0.532,0.558,30.000,570.000,598.000,19.000,0
2.000,535.000,1070.000,267.500,0.545,0.629,24.290,583.000,673.000,24.000,0
3.000,536.000,1608.000,178.670,0.341,0.353,61.000,549.000,567.000,9.000,0
3.000,470.000,1410.000,156.670,0.352,0.387,23.620,496.000,545.000,21.000,0
2.000,64.000,128.000,32.000,0.430,0.602,3.930,55.000,77.000,14.000,0
1.000,257.000,257.000,257.000,1.000,1.000,257.000,257.000,257.000,1.000,0
2.000,537.000,1074.000,268.500,0.507,0.528,181.330,544.000,567.000,3.000,0
2.000,537.000,1074.000,268.500,0.594,0.655,21.270,638.000,703.000,30.000,0
3.000,537.000,1611.000,179.000,0.345,0.405,22.240,556.000,652.000,25.000,0
2.000,537.000,1074.000,268.500,0.510,0.534,49.820,548.000,574.000,11.000,0
2.000,98.000,196.000,49.000,0.480,0.653,9.400,94.000,128.000,10.000,0
2.000,415.000,830.000,207.500,0.505,0.578,16.760,419.000,480.000,25.000,0
2.000,63.000,126.000,31.500,0.341,0.508,10.750,43.000,64.000,4.000,0
2.000,475.000,950.000,237.500,0.504,0.544,95.800,479.000,517.000,5.000,0
2.000,99.000,198.000,49.500,0.253,0.616,4.550,50.000,122.000,11.000,0
2.000,537.000,1074.000,268.500,0.520,0.621,26.570,558.000,667.000,21.000,0
1.000,537.000,537.000,537.000,1.000,1.000,537.000,537.000,537.000,1.000,0
1.000,63.000,63.000,63.000,1.000,1.000,63.000,63.000,63.000,1.000,0
1.000,186.000,186.000,186.000,0.828,1.000,9.060,154.000,186.000,17.000,0
1.000,214.000,214.000,214.000,1.000,1.000,214.000,214.000,214.000,1.000,0
1.000,62.000,62.000,62.000,0.984,1.000,61.000,61.000,62.000,1.000,0
1.000,148.000,148.000,148.000,0.986,1.000,73.000,146.000,148.000,2.000,0
1.000,278.000,278.000,278.000,0.946,1.000,29.220,263.000,278.000,9.000,0
1.000,26.000,26.000,26.000,1.000,1.000,26.000,26.000,26.000,1.000,0
1.000,13.000,13.000,13.000,1.000,1.000,13.000,13.000,13.000,1.000,0
1.000,145.000,145.000,145.000,0.972,1.000,35.250,141.000,145.000,4.000,0
1.000,36.000,36.000,36.000,0.306,1.000,1.830,11.000,36.000,6.000,0
1.000,81.000,81.000,81.000,0.901,1.000,24.330,73.000,81.000,3.000,0
1.000,187.000,187.000,187.000,0.963,1.000,25.710,180.000,187.000,7.000,0
2.000,538.000,1076.000,269.000,0.519,0.684,34.880,558.000,736.000,16.000,0
2.000,538.000,1076.000,269.000,0.637,0.703,29.780,685.000,756.000,23.000,0
2.000,537.000,1074.000,268.500,0.538,0.555,82.570,578.000,596.000,7.000,0
3.000,538.000,1614.000,179.330,0.370,0.424,22.110,597.000,685.000,27.000,0
3.000,537.000,1611.000,179.000,0.353,0.364,71.130,569.000,587.000,8.000,0
2.000,537.000,1074.000,268.500,0.621,0.747,16.680,667.000,802.000,40.000,0
2.000,537.000,1074.000,268.500,0.538,0.594,32.110,578.000,638.000,18.000,0
2.000,537.000,1074.000,268.500,0.556,0.655,24.880,597.000,704.000,24.000,0
2.000,537.000,1074.000,268.500,0.537,0.609,22.190,577.000,654.000,26.000,0
2.000,537.000,1074.000,268.500,0.523,0.567,62.440,562.000,609.000,9.000,0
2.000,535.000,1070.000,267.500,0.550,0.586,117.800,589.000,627.000,5.000,0
2.000,32.000,64.000,16.000,0.516,0.531,33.000,33.000,34.000,1.000,0
2.000,536.000,1072.000,268.000,0.568,0.688,24.360,609.000,737.000,25.000,0
6.000,39.000,234.000,6.500,0.192,0.197,45.000,45.000,46.000,1.000,0
12.000,278.000,3336.000,23.167,0.110,0.144,15.910,366.000,479.000,23.000,0
1.000,22.000,22.000,22.000,0.955,1.000,21.000,21.000,22.000,1.000,0
1.000,54.000,54.000,54.000,0.944,1.000,17.000,51.000,54.000,3.000,0
1.000,16.000,16.000,16.000,1.000,1.000,16.000,16.000,16.000,1.000,0
1.000,413.000,413.000,413.000,0.998,1.000,412.000,412.000,413.000,1.000,0
1.000,15.000,15.000,15.000,0.867,1.000,13.000,13.000,15.000,1.000,0
1.000,180.000,180.000,180.000,0.983,1.000,88.500,177.000,180.000,2.000,0
1.000,11.000,11.000,11.000,1.000,1.000,11.000,11.000,11.000,1.000,0
1.000,7.000,7.000,7.000,1.000,1.000,7.000,7.000,7.000,1.000,0
1.000,379.000,379.000,379.000,0.963,1.000,60.830,365.000,379.000,6.000,0
1.000,14.000,14.000,14.000,0.643,1.000,3.000,9.000,14.000,3.000,0
2.000,16.000,32.000,8.000,0.250,0.531,2.670,8.000,17.000,3.000,0
1.000,19.000,19.000,19.000,0.579,1.000,3.670,11.000,19.000,3.000,0
1.000,136.000,136.000,136.000,0.963,1.000,32.750,131.000,136.000,4.000,0
1.000,12.000,12.000,12.000,0.750,1.000,9.000,9.000,12.000,1.000,0
1.000,14.000,14.000,14.000,0.643,1.000,4.500,9.000,14.000,2.000,0
1.000,15.000,15.000,15.000,0.733,1.000,3.670,11.000,15.000,3.000,0
1.000,14.000,14.000,14.000,1.000,1.000,14.000,14.000,14.000,1.000,0
1.000,104.000,104.000,104.000,0.971,1.000,50.500,101.000,104.000,2.000,0
1.000,78.000,78.000,78.000,0.949,1.000,24.670,74.000,78.000,3.000,0
4.000,9.000,36.000,2.250,0.611,0.611,22.000,22.000,22.000,1.000,0
1.000,36.000,36.000,36.000,0.583,1.000,5.250,21.000,36.000,4.000,0
1.000,117.000,117.000,117.000,0.974,1.000,38.000,114.000,117.000,3.000,0
1.000,47.000,47.000,47.000,0.532,1.000,25.000,25.000,47.000,1.000,0
7.000,1.000,7.000,0.143,1.000,1.000,7.000,7.000,7.000,1.000,0
1.000,52.000,52.000,52.000,0.962,1.000,25.000,50.000,52.000,2.000,0
1.000,27.000,27.000,27.000,0.259,1.000,1.400,7.000,27.000,5.000,0
1.000,39.000,39.000,39.000,0.308,1.000,1.710,12.000,39.000,7.000,0
1.000,34.000,34.000,34.000,0.353,1.000,1.710,12.000,34.000,7.000,0
3.000,106.000,318.000,35.333,0.258,0.340,6.310,82.000,108.000,13.000,0
1.000,255.000,255.000,255.000,0.686,1.000,4.860,175.000,255.000,36.000,0
1.000,10.000,10.000,10.000,1.000,1.000,10.000,10.000,10.000,1.000,0
1.000,9.000,9.000,9.000,0.889,1.000,8.000,8.000,9.000,1.000,0
1.000,19.000,19.000,19.000,0.632,1.000,4.000,12.000,19.000,3.000,0
1.000,44.000,44.000,44.000,0.727,1.000,5.330,32.000,44.000,6.000,0
1.000,14.000,14.000,14.000,1.000,1.000,14.000,14.000,14.000,1.000,0
1.000,30.000,30.000,30.000,0.400,1.000,2.400,12.000,30.000,5.000,0
1.000,94.000,94.000,94.000,0.564,1.000,3.310,53.000,94.000,16.000,0
1.000,193.000,193.000,193.000,0.570,1.000,2.970,110.000,193.000,37.000,0
1.000,159.000,159.000,159.000,0.975,1.000,77.500,155.000,159.000,2.000,0
1.000,32.000,32.000,32.000,0.469,1.000,1.880,15.000,32.000,8.000,0
7.000,14.000,98.000,2.000,0.102,0.204,10.000,10.000,20.000,1.000,0
1.000,15.000,15.000,15.000,0.533,1.000,2.000,8.000,15.000,4.000,0
1.000,63.000,63.000,63.000,0.587,1.000,2.310,37.000,63.000,16.000,0
1.000,42.000,42.000,42.000,0.190,1.000,1.600,8.000,42.000,5.000,0
1.000,28.000,28.000,28.000,0.464,1.000,2.170,13.000,28.000,6.000,0
1.000,23.000,23.000,23.000,0.348,1.000,1.600,8.000,23.000,5.000,0
1.000,14.000,14.000,14.000,0.500,1.000,2.330,7.000,14.000,3.000,0
1.000,45.000,45.000,45.000,0.244,1.000,1.380,11.000,45.000,8.000,0
24.000,510.000,12240.000,21.250,0.846,0.927,38.650,10359.000,11341.000,268.000,0
3.000,541.000,1623.000,180.330,0.710,0.747,88.620,1152.000,1213.000,13.000,0
4.000,108.000,432.000,27.000,0.778,0.826,56.000,336.000,357.000,6.000,0
1.000,20.000,20.000,20.000,0.750,1.000,3.000,15.000,20.000,5.000,0
11.000,252.000,2772.000,22.909,0.092,0.095,63.750,255.000,262.000,4.000,0
1.000,63.000,63.000,63.000,0.952,1.000,20.000,60.000,63.000,3.000,0
1.000,76.000,76.000,76.000,0.961,1.000,36.500,73.000,76.000,2.000,0
1.000,102.000,102.000,102.000,0.961,1.000,24.500,98.000,102.000,4.000,0
5.000,128.000,640.000,25.600,0.759,0.764,162.000,486.000,489.000,3.000,0
5.000,280.000,1400.000,56.000,0.780,0.786,156.000,1092.000,1100.000,7.000,0
